date,model,ticker,pred_len,portfolio_value,top_5_portfolio,least_5_portfolio,top_5_up,top_5_down,market,data_type,portfolio_ratio,Final Portfolio Value
2025-03-13,transformer,ALL,20,122774.17090378828,"GOOGL, MSFT, INTC, META, NVDA","TSLA, AMD, INTC, NFLX, GOOGL","NVDA, AMD, INTC, GOOGL, AAPL","NVDA, AMZN, GOOGL, NFLX, AMD",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.2277
2025-03-14,transformer,ALL,20,122774.17090378828,"INTC, GOOGL, AMZN, NVDA, AMD","AMD, NVDA, INTC, NFLX, MSFT","AAPL, MSFT, NFLX, META, AMZN","AAPL, AMZN, TSLA, NFLX, MSFT",NASDAQ,general,"[0.8, 0.94, 0.32, 0.29, 0.23]",1.2277
2025-03-15,transformer,ALL,20,122774.17090378828,"META, AAPL, TSLA, NVDA, GOOGL","INTC, AMD, TSLA, GOOGL, MSFT","GOOGL, NVDA, META, AMZN, MSFT","INTC, META, AMD, NVDA, NFLX",NASDAQ,general,"[0.81, 0.32, 0.73, 0.48, 0.4]",1.2277
2025-03-16,transformer,ALL,20,122774.17090378828,"META, AAPL, TSLA, NVDA, GOOGL","AMD, NVDA, AMZN, NFLX, AAPL","AAPL, MSFT, NFLX, META, AMZN","MSFT, NFLX, AMZN, AAPL, TSLA",NASDAQ,general,"[0.38, 0.38, 0.29, 0.21, 0.84]",1.2277
2025-03-17,transformer,ALL,20,122774.17090378828,"NVDA, INTC, AAPL, TSLA, META","INTC, GOOGL, MSFT, AMZN, AMD","AMD, INTC, META, NVDA, NFLX","NVDA, NFLX, TSLA, GOOGL, AMD",NASDAQ,general,"[0.0, 0.26, 0.76, 0.23, 0.36]",1.2277
2025-03-18,transformer,ALL,20,122774.17090378828,"INTC, META, GOOGL, TSLA, MSFT","GOOGL, META, TSLA, AMD, AMZN","GOOGL, NVDA, MSFT, INTC, AMD","NVDA, META, TSLA, AAPL, GOOGL",NASDAQ,general,"[0.64, 0.8, 0.51, 0.06, 0.83]",1.2277
2025-03-19,transformer,ALL,20,122774.17090378828,"AMZN, GOOGL, NFLX, NVDA, TSLA","AMZN, META, AAPL, MSFT, TSLA","NFLX, GOOGL, MSFT, INTC, TSLA","AMZN, NVDA, META, AMD, AAPL",NASDAQ,general,"[0.27, 0.21, 0.09, 0.57, 0.46]",1.2277
2025-03-20,transformer,ALL,20,122774.17090378828,"AMZN, AAPL, NVDA, MSFT, META","AMD, META, GOOGL, NVDA, AAPL","AMD, NVDA, META, INTC, MSFT","INTC, META, MSFT, AMD, AAPL",NASDAQ,general,"[0.79, 0.3, 0.6, 0.38, 0.06]",1.2277
2025-03-21,transformer,ALL,20,122774.17090378828,"AAPL, TSLA, META, NVDA, NFLX","META, NFLX, AMZN, MSFT, TSLA","TSLA, META, AMZN, GOOGL, AMD","NFLX, META, GOOGL, AAPL, INTC",NASDAQ,general,"[0.0, 0.26, 0.76, 0.23, 0.36]",1.2277
2025-03-22,transformer,ALL,20,122774.17090378828,"INTC, META, GOOGL, TSLA, MSFT","AMZN, AMD, AAPL, META, GOOGL","GOOGL, AAPL, AMZN, MSFT, INTC","META, TSLA, MSFT, NFLX, AMZN",NASDAQ,general,"[0.49, 0.73, 0.42, 0.18, 0.3]",1.2277
2025-03-23,transformer,ALL,20,122774.17090378828,"GOOGL, NFLX, NVDA, AMD, MSFT","TSLA, AMZN, INTC, META, NFLX","AMD, MSFT, TSLA, INTC, AAPL","INTC, AAPL, AMD, META, NVDA",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.2277
2025-03-24,transformer,ALL,20,122774.17090378828,"NFLX, MSFT, NVDA, TSLA, INTC","TSLA, MSFT, AMD, INTC, NVDA","MSFT, GOOGL, META, TSLA, NFLX","INTC, META, NFLX, AMZN, TSLA",NASDAQ,general,"[0.9, 0.21, 0.12, 0.39, 0.08]",1.2277
2025-03-25,transformer,ALL,20,122774.17090378828,"META, NVDA, GOOGL, AMZN, INTC","META, AAPL, TSLA, NFLX, INTC","GOOGL, AAPL, AMZN, MSFT, INTC","TSLA, GOOGL, META, INTC, NVDA",NASDAQ,general,"[0.35, 0.22, 0.96, 0.13, 0.74]",1.2277
2025-03-26,transformer,ALL,20,122774.17090378828,"META, INTC, NFLX, TSLA, AMD","AAPL, TSLA, INTC, META, MSFT","GOOGL, AMZN, NFLX, MSFT, TSLA","NVDA, GOOGL, TSLA, MSFT, AMD",NASDAQ,general,"[0.95, 0.86, 0.66, 0.2, 0.74]",1.2277
2025-03-27,transformer,ALL,20,122774.17090378828,"INTC, META, GOOGL, TSLA, MSFT","AMD, AAPL, NFLX, MSFT, TSLA","AMZN, MSFT, AAPL, NVDA, AMD","INTC, NFLX, AMD, AAPL, META",NASDAQ,general,"[0.35, 0.39, 0.92, 0.86, 0.41]",1.2277
2025-03-28,transformer,ALL,20,122774.17090378828,"GOOGL, NFLX, NVDA, AMD, MSFT","TSLA, NVDA, MSFT, GOOGL, NFLX","META, AAPL, NFLX, MSFT, TSLA","INTC, AAPL, AMZN, NVDA, TSLA",NASDAQ,general,"[0.45, 0.91, 0.92, 0.13, 0.1]",1.2277
2025-03-29,transformer,ALL,20,122774.17090378828,"AMZN, AMD, INTC, META, TSLA","NVDA, AAPL, AMZN, MSFT, GOOGL","GOOGL, AMZN, NFLX, TSLA, NVDA","TSLA, GOOGL, AMD, INTC, AMZN",NASDAQ,general,"[0.62, 0.05, 0.25, 0.48, 0.11]",1.2277
2025-03-30,transformer,ALL,5,167943.38006398815,"GOOGL, AMD, AMZN, NFLX, META","TSLA, AAPL, MSFT, AMD, INTC","AAPL, TSLA, AMD, NVDA, META","TSLA, NVDA, NFLX, AMD, AAPL",NASDAQ,general,"[0.77, 0.3, 0.63, 0.15, 0.13]",1.6794
2025-03-31,transformer,ALL,5,167943.38006398815,"NVDA, INTC, AAPL, TSLA, META","TSLA, AMZN, INTC, META, NFLX","NVDA, MSFT, TSLA, NFLX, AMD","TSLA, GOOGL, NVDA, AMZN, META",NASDAQ,general,"[0.07, 0.99, 0.52, 0.7, 0.18]",1.6794
2025-04-01,transformer,ALL,5,167943.38006398815,"NFLX, MSFT, AMZN, INTC, AAPL","MSFT, NVDA, META, AAPL, TSLA","GOOGL, NVDA, AAPL, META, AMD","NVDA, AMD, GOOGL, MSFT, AMZN",NASDAQ,general,"[0.18, 0.7, 0.17, 0.7, 0.35]",1.6794
2025-04-02,transformer,ALL,5,167943.38006398815,"AAPL, NVDA, TSLA, GOOGL, INTC","META, INTC, AMZN, TSLA, NFLX","AMD, NFLX, TSLA, INTC, META","TSLA, AMZN, MSFT, GOOGL, NVDA",NASDAQ,general,"[0.01, 0.68, 0.84, 0.98, 0.92]",1.6794
2025-04-03,transformer,ALL,5,167943.38006398815,"NVDA, MSFT, AMD, AMZN, NFLX","TSLA, AMZN, INTC, META, NFLX","GOOGL, AMZN, NFLX, TSLA, NVDA","INTC, NFLX, AMD, AAPL, META",NASDAQ,general,"[0.95, 0.86, 0.66, 0.2, 0.74]",1.6794
2025-04-04,transformer,ALL,5,149003.44632106723,"GOOGL, NVDA, MSFT, NFLX, INTC","AMD, AAPL, GOOGL, INTC, TSLA","GOOGL, NVDA, AAPL, META, AMD","AMZN, AAPL, MSFT, GOOGL, NVDA",NASDAQ,general,"[0.35, 0.39, 0.92, 0.86, 0.41]",1.49
2025-04-05,transformer,ALL,5,149003.44632106723,"META, INTC, GOOGL, NVDA, MSFT","NVDA, GOOGL, META, NFLX, MSFT","NVDA, AMD, INTC, GOOGL, AAPL","MSFT, AMD, INTC, NVDA, GOOGL",NASDAQ,general,"[0.77, 0.3, 0.63, 0.15, 0.13]",1.49
2025-04-06,transformer,ALL,5,149003.44632106723,"META, NFLX, AMD, INTC, MSFT","AMD, META, INTC, TSLA, AAPL","NFLX, GOOGL, MSFT, INTC, TSLA","NVDA, META, TSLA, AAPL, GOOGL",NASDAQ,general,"[0.42, 0.32, 0.86, 0.14, 0.52]",1.49
2025-04-07,transformer,ALL,5,149003.44632106723,"GOOGL, NFLX, INTC, AAPL, TSLA","NVDA, AAPL, AMD, INTC, AMZN","AAPL, GOOGL, NVDA, NFLX, META","AAPL, NVDA, AMD, AMZN, TSLA",NASDAQ,general,"[0.01, 0.71, 0.44, 0.89, 0.33]",1.49
2025-04-08,transformer,ALL,5,149003.44632106723,"META, NFLX, AMZN, AAPL, GOOGL","NVDA, META, MSFT, AAPL, AMZN","GOOGL, NVDA, META, AMZN, MSFT","NVDA, META, AMZN, GOOGL, TSLA",NASDAQ,general,"[0.65, 0.95, 0.58, 0.09, 0.87]",1.49
2025-04-09,transformer,ALL,1,153684.4510592646,"INTC, AMD, NFLX, NVDA, AMZN","TSLA, MSFT, NVDA, AMD, INTC","AAPL, AMD, NVDA, INTC, AMZN","AAPL, META, INTC, TSLA, AMZN",NASDAQ,general,"[0.11, 0.33, 0.08, 0.94, 0.24]",1.5368
2025-04-10,transformer,ALL,5,132541.9764028763,"MSFT, INTC, NFLX, NVDA, TSLA","TSLA, AAPL, MSFT, AMD, INTC","MSFT, INTC, AAPL, AMZN, TSLA","AMD, NVDA, AMZN, NFLX, MSFT",NASDAQ,general,"[0.85, 0.21, 0.36, 0.95, 0.99]",1.3254
2025-04-11,transformer,ALL,5,132541.9764028763,"NFLX, AMZN, META, MSFT, AAPL","TSLA, MSFT, META, GOOGL, AAPL","NVDA, GOOGL, AMZN, AMD, META","TSLA, AMD, AAPL, META, NVDA",NASDAQ,general,"[0.74, 0.4, 0.43, 0.6, 0.14]",1.3254
2025-04-12,transformer,ALL,5,132541.9764028763,"INTC, NVDA, MSFT, GOOGL, AMZN","META, AAPL, AMD, NFLX, AMZN","MSFT, NVDA, AMD, AAPL, META","NFLX, NVDA, GOOGL, MSFT, AMD",NASDAQ,general,"[0.37, 0.53, 0.57, 0.44, 0.78]",1.3254
2025-04-13,transformer,ALL,5,132541.9764028763,"META, NVDA, TSLA, GOOGL, AMZN","INTC, MSFT, AMD, AAPL, META","GOOGL, NVDA, MSFT, INTC, AMD","AAPL, META, AMZN, NFLX, NVDA",NASDAQ,general,"[0.9, 0.05, 0.73, 0.16, 0.88]",1.3254
2025-04-14,transformer,ALL,5,132541.9764028763,"NVDA, INTC, AMZN, NFLX, AMD","GOOGL, META, TSLA, AMD, AMZN","GOOGL, META, AMZN, INTC, AMD","TSLA, INTC, MSFT, AAPL, GOOGL",NASDAQ,general,"[0.68, 0.74, 0.7, 0.77, 0.63]",1.3254
2025-04-15,transformer,ALL,1,169017.83608368103,"AMZN, TSLA, META, AAPL, AMD","NVDA, TSLA, INTC, NFLX, META","AMZN, MSFT, TSLA, AAPL, INTC","GOOGL, MSFT, INTC, NFLX, AMZN",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.6902
2025-04-16,transformer,ALL,1,126443.79491527328,"TSLA, AMZN, NFLX, AMD, META","NVDA, GOOGL, META, NFLX, MSFT","MSFT, AMD, AAPL, AMZN, NFLX","NVDA, NFLX, TSLA, AAPL, MSFT",NASDAQ,general,"[0.38, 0.38, 0.29, 0.21, 0.84]",1.2644
2025-04-17,transformer,ALL,20,117714.7693363203,"TSLA, INTC, NVDA, GOOGL, AMZN","AMD, META, GOOGL, AMZN, AAPL","GOOGL, AMZN, NFLX, MSFT, TSLA","TSLA, AMD, AMZN, NVDA, MSFT",NASDAQ,general,"[0.67, 0.21, 0.63, 0.08, 0.62]",1.1771
2025-04-18,transformer,ALL,20,117714.7693363203,"META, NVDA, GOOGL, AMZN, INTC","MSFT, NVDA, META, AAPL, TSLA","GOOGL, NFLX, AMZN, META, AMD","NFLX, INTC, TSLA, AAPL, MSFT",NASDAQ,general,"[0.62, 0.14, 0.63, 0.53, 0.82]",1.1771
2025-01-26,deformableTST,ALL,1,145023.4863975349,"META, AMD, MSFT, NVDA, AAPL","GOOGL, NFLX, AAPL, META, NVDA","NVDA, NFLX, MSFT, AMZN, INTC","AMZN, NFLX, INTC, AMD, TSLA",NASDAQ,general,"[0.6, 0.36, 0.84, 0.78, 0.38]",1.4502
2025-01-27,deformableTST,ALL,1,189217.29621903,"AMZN, AMD, INTC, META, TSLA","MSFT, TSLA, NVDA, AMD, INTC","AMD, NVDA, META, INTC, MSFT","AAPL, AMZN, TSLA, NFLX, MSFT",NASDAQ,general,"[0.27, 0.21, 0.09, 0.57, 0.46]",1.8922
2025-01-28,deformableTST,ALL,5,109812.15263528102,"AAPL, INTC, NFLX, MSFT, AMZN","META, AMD, TSLA, NFLX, AMZN","META, INTC, NFLX, AMZN, NVDA","NVDA, NFLX, TSLA, AAPL, MSFT",NASDAQ,general,"[0.35, 0.22, 0.84, 0.81, 0.67]",1.0981
2025-01-29,deformableTST,ALL,5,109812.15263528102,"NFLX, GOOGL, MSFT, NVDA, INTC","TSLA, INTC, NVDA, GOOGL, META","GOOGL, AMD, NFLX, TSLA, AMZN","AMZN, TSLA, META, NFLX, AAPL",NASDAQ,general,"[0.41, 0.98, 0.19, 0.86, 0.05]",1.0981
2025-01-30,deformableTST,ALL,5,109812.15263528102,"MSFT, INTC, NFLX, NVDA, TSLA","AMD, NVDA, AMZN, NFLX, AAPL","META, INTC, NFLX, AMZN, NVDA","NFLX, META, AMD, GOOGL, NVDA",NASDAQ,general,"[0.6, 0.36, 0.84, 0.78, 0.38]",1.0981
2025-01-31,deformableTST,ALL,5,109812.15263528102,"AMZN, INTC, GOOGL, AMD, NFLX","NVDA, TSLA, INTC, NFLX, META","TSLA, NFLX, AAPL, AMZN, META","NVDA, NFLX, META, AMD, GOOGL",NASDAQ,general,"[0.6, 0.36, 0.84, 0.78, 0.38]",1.0981
2025-02-01,deformableTST,ALL,5,109812.15263528102,"GOOGL, AMD, AMZN, NFLX, META","AAPL, AMZN, NVDA, INTC, NFLX","AMZN, TSLA, NVDA, GOOGL, NFLX","GOOGL, AAPL, META, NFLX, AMD",NASDAQ,general,"[0.23, 0.78, 0.2, 0.66, 0.44]",1.0981
2025-02-02,deformableTST,ALL,5,144394.07959657034,"GOOGL, AMD, AMZN, NFLX, META","MSFT, AAPL, NVDA, INTC, TSLA","AMZN, MSFT, AAPL, NVDA, AMD","AMZN, AAPL, MSFT, GOOGL, NVDA",NASDAQ,general,"[0.42, 0.32, 0.86, 0.14, 0.52]",1.4439
2025-02-03,deformableTST,ALL,5,144394.07959657034,"GOOGL, INTC, NVDA, AMD, NFLX","AAPL, TSLA, AMD, GOOGL, NVDA","TSLA, AAPL, META, AMZN, MSFT","INTC, META, NFLX, AMZN, TSLA",NASDAQ,general,"[0.83, 0.8, 0.97, 0.79, 0.12]",1.4439
2025-02-04,deformableTST,ALL,5,144394.07959657034,"AMZN, NFLX, GOOGL, META, AAPL","NVDA, GOOGL, META, NFLX, MSFT","NFLX, GOOGL, MSFT, INTC, TSLA","AMZN, AMD, NVDA, GOOGL, INTC",NASDAQ,general,"[0.44, 0.48, 0.44, 0.44, 0.52]",1.4439
2025-02-05,deformableTST,ALL,5,144394.07959657034,"INTC, NVDA, MSFT, GOOGL, AMZN","NFLX, AMZN, AMD, TSLA, AAPL","GOOGL, INTC, NVDA, AMZN, AMD","AMD, TSLA, AAPL, GOOGL, MSFT",NASDAQ,general,"[0.62, 0.14, 0.63, 0.53, 0.82]",1.4439
2025-02-06,deformableTST,ALL,5,144394.07959657034,"TSLA, INTC, NVDA, GOOGL, AMZN","NVDA, NFLX, INTC, MSFT, TSLA","GOOGL, INTC, AMD, TSLA, MSFT","NFLX, INTC, TSLA, AAPL, MSFT",NASDAQ,general,"[0.01, 0.68, 0.84, 0.98, 0.92]",1.4439
2025-02-07,deformableTST,ALL,1,140342.86016948227,"AAPL, AMD, MSFT, NFLX, AMZN","INTC, TSLA, GOOGL, AMD, AAPL","NFLX, MSFT, AMD, AAPL, TSLA","MSFT, AMD, INTC, META, NVDA",NASDAQ,general,"[0.02, 0.83, 0.24, 0.37, 0.5]",1.4034
2025-02-08,deformableTST,ALL,5,130512.46483906428,"TSLA, INTC, MSFT, NVDA, NFLX","AMZN, MSFT, META, AMD, NVDA","AMZN, INTC, NFLX, TSLA, AAPL","TSLA, GOOGL, NVDA, AMZN, META",NASDAQ,general,"[0.23, 0.78, 0.2, 0.66, 0.44]",1.3051
2025-02-09,deformableTST,ALL,5,130512.46483906428,"NFLX, GOOGL, TSLA, AAPL, MSFT","META, INTC, AMZN, TSLA, NFLX","GOOGL, NVDA, AAPL, META, AMD","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.36, 0.55, 0.05, 0.02, 0.89]",1.3051
2025-02-10,deformableTST,ALL,5,130512.46483906428,"META, NVDA, GOOGL, AMZN, INTC","AAPL, AMZN, NVDA, INTC, NFLX","AMD, MSFT, GOOGL, NFLX, META","INTC, GOOGL, NFLX, AMZN, META",NASDAQ,general,"[0.9, 0.05, 0.73, 0.16, 0.88]",1.3051
2025-02-11,deformableTST,ALL,5,130512.46483906428,"AMZN, MSFT, NVDA, AAPL, GOOGL","AAPL, NVDA, GOOGL, TSLA, INTC","AMZN, META, AAPL, INTC, NFLX","NVDA, META, AAPL, MSFT, AMD",NASDAQ,general,"[0.27, 0.21, 0.09, 0.57, 0.46]",1.3051
2025-02-12,deformableTST,ALL,5,130512.46483906428,"GOOGL, NFLX, INTC, TSLA, MSFT","TSLA, MSFT, META, AAPL, GOOGL","NVDA, AMD, INTC, GOOGL, AAPL","AMD, TSLA, NFLX, META, NVDA",NASDAQ,general,"[0.67, 0.44, 0.91, 0.91, 0.98]",1.3051
2025-02-13,deformableTST,ALL,1,115541.79019685354,"NFLX, MSFT, NVDA, TSLA, INTC","AMD, AAPL, NFLX, MSFT, TSLA","NFLX, AMZN, GOOGL, AAPL, TSLA","NVDA, MSFT, AAPL, META, INTC",NASDAQ,general,"[0.73, 0.09, 0.03, 0.45, 0.31]",1.1554
2025-02-14,deformableTST,ALL,20,173429.99601946556,"TSLA, INTC, NVDA, GOOGL, AMZN","TSLA, INTC, NVDA, GOOGL, META","AAPL, GOOGL, NVDA, META, INTC","MSFT, NFLX, AMZN, AAPL, TSLA",NASDAQ,general,"[0.7, 0.57, 0.41, 0.69, 0.63]",1.7343
2025-02-15,deformableTST,ALL,20,173429.99601946556,"NFLX, INTC, META, AMZN, MSFT","NVDA, NFLX, INTC, MSFT, TSLA","NFLX, AMD, META, INTC, AAPL","NFLX, TSLA, INTC, AAPL, AMD",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.7343
2025-02-16,deformableTST,ALL,20,173429.99601946556,"GOOGL, NFLX, INTC, TSLA, MSFT","AAPL, INTC, MSFT, NVDA, TSLA","MSFT, TSLA, AMD, AAPL, NVDA","NVDA, AMZN, NFLX, GOOGL, META",NASDAQ,general,"[0.7, 0.3, 0.36, 0.6, 0.38]",1.7343
2025-02-17,deformableTST,ALL,20,173429.99601946556,"AMD, GOOGL, AAPL, AMZN, META","NFLX, AMD, MSFT, AAPL, META","NFLX, NVDA, META, AAPL, MSFT","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.89, 0.28, 0.17, 0.63, 0.48]",1.7343
2025-02-18,deformableTST,ALL,20,173429.99601946556,"INTC, AMD, AMZN, NFLX, NVDA","AAPL, TSLA, AMD, GOOGL, NVDA","AMD, MSFT, AAPL, GOOGL, NVDA","META, AMD, NFLX, AAPL, AMZN",NASDAQ,general,"[0.44, 0.15, 0.29, 0.03, 0.79]",1.7343
2025-02-19,deformableTST,ALL,20,173429.99601946556,"AAPL, INTC, NFLX, MSFT, AMZN","AMZN, INTC, TSLA, NFLX, GOOGL","MSFT, INTC, AAPL, AMZN, TSLA","AMD, TSLA, AAPL, GOOGL, MSFT",NASDAQ,general,"[0.41, 0.7, 0.07, 0.32, 0.0]",1.7343
2025-02-20,deformableTST,ALL,20,173429.99601946556,"GOOGL, INTC, NVDA, AMD, NFLX","TSLA, INTC, AAPL, MSFT, NVDA","NVDA, MSFT, META, AAPL, GOOGL","AAPL, AMZN, GOOGL, NFLX, TSLA",NASDAQ,general,"[0.49, 0.73, 0.42, 0.18, 0.3]",1.7343
2025-02-21,deformableTST,ALL,20,173429.99601946556,"MSFT, NVDA, AAPL, META, AMZN","META, NVDA, AAPL, GOOGL, MSFT","META, AAPL, MSFT, INTC, AMZN","AAPL, INTC, NVDA, AMD, AMZN",NASDAQ,general,"[0.71, 0.69, 0.94, 0.34, 0.92]",1.7343
2025-02-22,deformableTST,ALL,20,173429.99601946556,"GOOGL, MSFT, META, AMD, TSLA","AMD, AAPL, NFLX, INTC, NVDA","INTC, NFLX, GOOGL, AMZN, MSFT","TSLA, AMZN, INTC, MSFT, AMD",NASDAQ,general,"[0.9, 0.05, 0.73, 0.16, 0.88]",1.7343
2025-02-23,deformableTST,ALL,20,173429.99601946556,"GOOGL, AMZN, AAPL, MSFT, AMD","META, NFLX, AMZN, MSFT, TSLA","AMZN, META, INTC, AAPL, TSLA","AMD, INTC, NFLX, GOOGL, META",NASDAQ,general,"[0.73, 0.05, 0.42, 0.69, 0.97]",1.7343
2025-02-24,deformableTST,ALL,20,173429.99601946556,"NVDA, MSFT, AMD, AMZN, NFLX","META, TSLA, AMD, AAPL, MSFT","MSFT, TSLA, GOOGL, AMZN, AAPL","NFLX, NVDA, GOOGL, MSFT, AMD",NASDAQ,general,"[0.88, 0.03, 0.99, 0.67, 0.84]",1.7343
2025-02-25,deformableTST,ALL,20,173429.99601946556,"NFLX, GOOGL, AMZN, NVDA, INTC","NVDA, NFLX, INTC, MSFT, TSLA","AAPL, AMD, GOOGL, META, INTC","TSLA, INTC, NVDA, GOOGL, AMD",NASDAQ,general,"[0.0, 0.26, 0.76, 0.23, 0.36]",1.7343
2025-02-26,deformableTST,ALL,20,173429.99601946556,"INTC, GOOGL, AMZN, NVDA, AMD","GOOGL, NFLX, INTC, MSFT, NVDA","INTC, NFLX, MSFT, AMZN, TSLA","NFLX, META, GOOGL, AAPL, INTC",NASDAQ,general,"[0.71, 0.69, 0.94, 0.34, 0.92]",1.7343
2025-02-27,deformableTST,ALL,20,173429.99601946556,"AAPL, AMD, MSFT, NFLX, AMZN","AAPL, TSLA, NVDA, NFLX, AMZN","GOOGL, AAPL, AMZN, MSFT, INTC","AAPL, META, AMZN, NFLX, NVDA",NASDAQ,general,"[0.7, 0.3, 0.36, 0.6, 0.38]",1.7343
2025-02-28,deformableTST,ALL,20,173429.99601946556,"NFLX, MSFT, AMZN, INTC, AAPL","GOOGL, INTC, NVDA, AMZN, META","GOOGL, INTC, MSFT, META, NFLX","META, AMD, NFLX, AAPL, AMZN",NASDAQ,general,"[0.38, 0.38, 0.29, 0.21, 0.84]",1.7343
2025-03-01,deformableTST,ALL,20,173429.99601946556,"AMD, AMZN, NFLX, GOOGL, NVDA","AMD, META, INTC, TSLA, AAPL","NVDA, META, AMD, GOOGL, INTC","INTC, AAPL, AMD, META, NVDA",NASDAQ,general,"[0.62, 0.14, 0.63, 0.53, 0.82]",1.7343
2025-03-02,deformableTST,ALL,20,173429.99601946556,"GOOGL, NVDA, AMD, AAPL, INTC","INTC, TSLA, GOOGL, AMD, AAPL","TSLA, NVDA, MSFT, GOOGL, AMZN","AMD, TSLA, NFLX, META, NVDA",NASDAQ,general,"[0.24, 0.61, 0.04, 0.52, 0.39]",1.7343
2025-03-03,deformableTST,ALL,20,173429.99601946556,"NVDA, INTC, AMZN, NFLX, AMD","MSFT, TSLA, NVDA, AMD, INTC","AMZN, TSLA, NVDA, GOOGL, NFLX","NVDA, NFLX, META, AMD, GOOGL",NASDAQ,general,"[0.81, 0.97, 0.17, 0.73, 0.96]",1.7343
2025-03-04,deformableTST,ALL,20,173429.99601946556,"MSFT, NVDA, AAPL, META, AMZN","NVDA, AAPL, AMZN, MSFT, GOOGL","MSFT, NVDA, AMD, AAPL, META","TSLA, INTC, NVDA, GOOGL, AMD",NASDAQ,general,"[0.47, 0.27, 0.24, 0.97, 0.86]",1.7343
2025-03-05,deformableTST,ALL,20,173429.99601946556,"GOOGL, NVDA, MSFT, NFLX, INTC","INTC, AMD, TSLA, GOOGL, MSFT","AMD, META, AAPL, AMZN, MSFT","NVDA, AMD, TSLA, INTC, MSFT",NASDAQ,general,"[0.11, 0.44, 0.39, 0.66, 0.37]",1.7343
2025-03-06,deformableTST,ALL,20,186798.47991078865,"INTC, META, GOOGL, TSLA, MSFT","TSLA, AMZN, INTC, META, NFLX","INTC, NFLX, GOOGL, AMZN, MSFT","MSFT, AMD, INTC, NFLX, NVDA",NASDAQ,general,"[0.21, 0.22, 0.12, 0.33, 0.3]",1.868
2025-03-07,deformableTST,ALL,20,186798.47991078865,"INTC, GOOGL, AMZN, NVDA, AMD","AMD, AAPL, NFLX, MSFT, TSLA","MSFT, INTC, AAPL, TSLA, AMZN","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.65, 0.48, 0.88, 0.84, 0.76]",1.868
2025-03-08,deformableTST,ALL,20,186798.47991078865,"AAPL, AMD, NFLX, TSLA, MSFT","GOOGL, NFLX, INTC, MSFT, NVDA","META, AAPL, NFLX, MSFT, TSLA","GOOGL, AAPL, META, NFLX, AMD",NASDAQ,general,"[0.07, 0.99, 0.52, 0.7, 0.18]",1.868
2025-03-09,deformableTST,ALL,20,186798.47991078865,"MSFT, NFLX, NVDA, INTC, AAPL","TSLA, NVDA, MSFT, GOOGL, NFLX","MSFT, TSLA, GOOGL, AMZN, AAPL","NVDA, MSFT, AAPL, NFLX, INTC",NASDAQ,general,"[0.44, 0.48, 0.44, 0.44, 0.52]",1.868
2025-03-10,deformableTST,ALL,20,186798.47991078865,"AAPL, INTC, NFLX, MSFT, AMZN","INTC, TSLA, GOOGL, AMD, AAPL","TSLA, META, AMZN, GOOGL, AMD","NFLX, MSFT, AAPL, AMD, TSLA",NASDAQ,general,"[0.47, 0.27, 0.24, 0.97, 0.86]",1.868
2025-03-11,deformableTST,ALL,20,186798.47991078865,"AMZN, TSLA, AMD, NVDA, META","AMD, AAPL, NFLX, MSFT, TSLA","NFLX, AMD, AMZN, NVDA, MSFT","GOOGL, AAPL, NFLX, META, MSFT",NASDAQ,general,"[0.62, 0.91, 0.04, 0.43, 0.35]",1.868
2025-03-12,deformableTST,ALL,20,186798.47991078865,"GOOGL, MSFT, INTC, META, NVDA","META, INTC, TSLA, AMZN, NVDA","AAPL, TSLA, AMD, NVDA, META","META, MSFT, AAPL, TSLA, NFLX",NASDAQ,general,"[0.74, 0.4, 0.43, 0.6, 0.14]",1.868
2025-03-13,deformableTST,ALL,20,186798.47991078865,"NFLX, MSFT, AMZN, INTC, AAPL","NVDA, AMZN, META, AMD, AAPL","MSFT, GOOGL, META, TSLA, NFLX","GOOGL, AAPL, META, NFLX, AMD",NASDAQ,general,"[0.42, 0.42, 0.82, 0.96, 0.71]",1.868
2025-03-14,deformableTST,ALL,20,186798.47991078865,"GOOGL, AMZN, AAPL, MSFT, AMD","INTC, AAPL, GOOGL, MSFT, NFLX","AMZN, MSFT, AAPL, NVDA, AMD","INTC, META, NFLX, AMZN, TSLA",NASDAQ,general,"[0.42, 0.42, 0.82, 0.96, 0.71]",1.868
2025-03-15,deformableTST,ALL,20,186798.47991078865,"META, AAPL, TSLA, NVDA, GOOGL","AMD, NVDA, INTC, NFLX, MSFT","AMZN, NFLX, INTC, GOOGL, TSLA","TSLA, AMD, AMZN, NVDA, MSFT",NASDAQ,general,"[0.44, 0.15, 0.29, 0.03, 0.79]",1.868
